CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_Phillip_Tracy_output_15_pt,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
'212,SMITH COUNTY,'07,'212910,WINONA ISD,INDEPENDENT,611 WILDCAT DR,WINONA,TX,75792-0218,611 WILDCAT DR,WINONA,TX,75792-0218,(903) 939-4010,(903) 877-9387,cgibbs@winonaisd.org,www.winonaisd.org,MRS DENISE SHETTER   ,977,'212910041,WINONA MIDDLE,REGULAR INSTRUCTIONAL,,611 WILDCAT DR,WINONA,TX,75792-0218,605 WILDCAT DR,WINONA,TX,75792-4963,(903) 939-4040,(903) 877-9150,dfloyd@winonaisd.org,www.winonaisd.org,MR DEXTER FLOYD   ,'06-08,234,Active, ,2015-03-14T05:35:24,285,USCGeocoder,16,1,4.01,,298117fe-9849-46f0-8975-38e43033d7d8,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,354196.498278,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.4943584574,-95.1853985417,Exact
'212,SMITH COUNTY,'07,'212910,WINONA ISD,INDEPENDENT,611 WILDCAT DR,WINONA,TX,75792-0218,611 WILDCAT DR,WINONA,TX,75792-0218,(903) 939-4010,(903) 877-9387,cgibbs@winonaisd.org,www.winonaisd.org,MRS DENISE SHETTER   ,977,'212910101,WINONA EL,REGULAR INSTRUCTIONAL,,611 WILDCAT DR,WINONA,TX,75792-0218,605 WILDCAT DR,WINONA,TX,75792-4963,(903) 939-4800,(903) 877-2457,jsnook@winonaisd.org,www.winonaisd.org,JOSHUA SNOOK   ,'EE-03,374,Active, ,2015-03-14T05:35:24,286,USCGeocoder,0,1,4.01,,df6ec29c-9dd0-4bb0-92a2-78774361d14a,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,354196.498278,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.4943584574,-95.1853985417,Exact
'212,SMITH COUNTY,'07,'212910,WINONA ISD,INDEPENDENT,611 WILDCAT DR,WINONA,TX,75792-0218,611 WILDCAT DR,WINONA,TX,75792-0218,(903) 939-4010,(903) 877-9387,cgibbs@winonaisd.org,www.winonaisd.org,MRS DENISE SHETTER   ,977,'212910103,WINONA INT,REGULAR INSTRUCTIONAL,,611 WILDCAT DR,WINONA,TX,75792,605 WILDCAT DR,WINONA,TX,75792,(903) 939-4800,(903) 877-2457,jsnook@winonaisd.org,www.winonaisd.org,MR JOSHUA SNOOK   ,'04-05,135,Active,2006-08-08,2015-03-14T05:35:24,287,USCGeocoder,16,1,4.01,,3b50dbdc-1bf9-46d1-8998-05b236119f3c,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,354196.498278,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.4943584574,-95.1853985417,Exact
'213,SOMERVELL COUNTY,'11,'213801,BRAZOS RIVER CHARTER SCHOOL,CHARTER,P O BOX 949,NEMO,TX,76070,FM 200 AND FM 199,NEMO,TX,76070,(254) 898-9226,(254) 898-2297,jbunting@ctacharter.com,,MR JASON BUNTING   ,246,'213801001,BRAZOS RIVER CHARTER SCHOOL,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,P O BOX 949,NEMO,TX,76070,FM 200 AND FM 199,NEMO,TX,76070,(254) 898-9226,(254) 898-2297,blaning@brcscharter.com,,BENGIE LANING   ,'KG-12,246,Active,2000-07-24,2015-03-14T05:35:24,288,USCGeocoder,31,1,4.01,,f6625276-a5c7-4a3d-bae0-620e413bd2ab,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.259551,-97.647713,Exact
'213,SOMERVELL COUNTY,'11,'213901,GLEN ROSE ISD,INDEPENDENT,P O BOX 2129,GLEN ROSE,TX,76043-2129,1102 STADIUM DR,GLEN ROSE,TX,76043-2129,(254) 898-3900,(254) 897-3651,wrotan@grisd.net,www.grisd.net/,WAYNE ROTAN   ,1667,'213901001,GLEN ROSE H S,REGULAR INSTRUCTIONAL,,P O BOX 2129,GLEN ROSE,TX,76043-2129,901 STADIUM DR,GLEN ROSE,TX,76043-2129,(254) 898-3800,(254) 897-9871,corcto@grisd.net,www.grisd.net,MR TOMMY CORCORAN   ,'09-12,475,Active, ,2015-03-14T05:35:24,289,USCGeocoder,16,1,4.01,,f5034eee-8452-4178-8863-01f5cde38505,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6044.82867494,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.2300140649,-97.7641989276,Exact
'213,SOMERVELL COUNTY,'11,'213901,GLEN ROSE ISD,INDEPENDENT,P O BOX 2129,GLEN ROSE,TX,76043-2129,1102 STADIUM DR,GLEN ROSE,TX,76043-2129,(254) 898-3900,(254) 897-3651,wrotan@grisd.net,www.grisd.net/,WAYNE ROTAN   ,1667,'213901041,GLEN ROSE J H,REGULAR INSTRUCTIONAL,,P O BOX 2129,GLEN ROSE,TX,76043-2129,805 COLLEGE ST,GLEN ROSE,TX,76043-2129,(254) 898-3700,(254) 897-4059,wrigsu@grisd.net,www.grisd.net,MRS SUSAN WRIGHT   ,'06-08,370,Active,1979-11-29,2015-03-14T05:35:24,290,USCGeocoder,109,1,4.01,,9979d823-2df2-4676-a69c-6ab16944988e,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.239619,-97.749857,Exact
'213,SOMERVELL COUNTY,'11,'213901,GLEN ROSE ISD,INDEPENDENT,P O BOX 2129,GLEN ROSE,TX,76043-2129,1102 STADIUM DR,GLEN ROSE,TX,76043-2129,(254) 898-3900,(254) 897-3651,wrotan@grisd.net,www.grisd.net/,WAYNE ROTAN   ,1667,'213901101,GLEN ROSE EL,REGULAR INSTRUCTIONAL,,P O BOX 2129,GLEN ROSE,TX,76043-2129,601 STADIUM DR,GLEN ROSE,TX,76043-2129,(254) 898-3500,(254) 897-3086,morrde@grisd.net,www.grisd.net,MRS DEBBIE MORRIS   ,'EE-02,438,Active, ,2015-03-14T05:35:24,291,USCGeocoder,31,1,4.01,,7088c289-1295-4275-86b4-6bfb5006b518,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6044.82867494,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.2312547714,-97.7625182209,Exact
'213,SOMERVELL COUNTY,'11,'213901,GLEN ROSE ISD,INDEPENDENT,P O BOX 2129,GLEN ROSE,TX,76043-2129,1102 STADIUM DR,GLEN ROSE,TX,76043-2129,(254) 898-3900,(254) 897-3651,wrotan@grisd.net,www.grisd.net/,WAYNE ROTAN   ,1667,'213901102,GLEN ROSE INT,REGULAR INSTRUCTIONAL,,P O BOX 2129,GLEN ROSE,TX,76043-2129,201 ALLEN LN,GLEN ROSE,TX,76043-2129,(254) 898-3600,(254) 897-9707,mapela@grisd.net,www.grisd.net,MRS LAURIN MAPES   ,'03-05,384,Active,1992-08-01,2015-03-14T05:35:24,292,USCGeocoder,63,1,4.01,,41186927-1f3d-4f88-a275-571e3da093e1,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.228517,-97.763756,Exact
'214,STARR COUNTY,'01,'214901,RIO GRANDE CITY CISD,INDEPENDENT,FORT RINGGOLD,RIO GRANDE CITY,TX,78582-4799,FORT RINGGOLD,RIO GRANDE CITY,TX,78582-4799,(956) 716-6702,(956) 487-8506,joeltrge@yahoo.com,www.rgccisd.org/,JOEL TRIGO JR   ,10905,'214901001,RIO GRANDE CITY H S,REGULAR INSTRUCTIONAL,,FORT RINGGOLD,RIO GRANDE CITY,TX,78582-4799,FM 755,RIO GRANDE CITY,TX,78582-4799,(956) 488-6000,(956) 488-6050,adolfop103lu@yahoo.com,,ADOLFO PENA JR   ,'09-12,1888,Active, ,2015-03-14T05:35:24,293,USCGeocoder,31,1,4.01,,3739e401-12f3-4d8a-9b24-ab0714f32ad1,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,26.390928,-98.851077,Exact
'214,STARR COUNTY,'01,'214901,RIO GRANDE CITY CISD,INDEPENDENT,FORT RINGGOLD,RIO GRANDE CITY,TX,78582-4799,FORT RINGGOLD,RIO GRANDE CITY,TX,78582-4799,(956) 716-6702,(956) 487-8506,joeltrge@yahoo.com,www.rgccisd.org/,JOEL TRIGO JR   ,10905,'214901003,RIO GRANDE CITY CISD GRULLA H S,REGULAR INSTRUCTIONAL,,FORT RINGGOLD,RIO GRANDE CITY,TX,78582-4799,6884 E HW 83,RIO GRANDE CITY,TX,78582-4799,(956) 716-6700,(956) 487-8506,garzalupita@yahoo.com,,GUADALUPE GARZA   ,'09-12,981,Active,2010-05-28,2015-03-14T05:35:24,294,USCGeocoder,47,1,4.01,,ec39f3e2-ac37-4eb4-a666-c063e5e7be4e,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,26.314353,-98.669502,Exact
'214,STARR COUNTY,'01,'214901,RIO GRANDE CITY CISD,INDEPENDENT,FORT RINGGOLD,RIO GRANDE CITY,TX,78582-4799,FORT RINGGOLD,RIO GRANDE CITY,TX,78582-4799,(956) 716-6702,(956) 487-8506,joeltrge@yahoo.com,www.rgccisd.org/,JOEL TRIGO JR   ,10905,'214901004,PREPARATORY FOR EARLY COLLEGE H S,REGULAR INSTRUCTIONAL,,144 FM 3167,RIO GRANDE CITY,TX,78582,144 FM 3167,RIO GRANDE CITY,TX,78582,(956) 488-6000,(956) 488-6050,lgorena041@rgccisd.org,,TINA GORENA   ,'09-12,122,Active,2014-06-10,2015-03-14T05:35:24,295,USCGeocoder,94,1,4.01,,88844b5d-e336-49f3-afd2-e1fa4c89bc07,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,26.388564,-98.855562,Exact
'214,STARR COUNTY,'01,'214901,RIO GRANDE CITY CISD,INDEPENDENT,FORT RINGGOLD,RIO GRANDE CITY,TX,78582-4799,FORT RINGGOLD,RIO GRANDE CITY,TX,78582-4799,(956) 716-6702,(956) 487-8506,joeltrge@yahoo.com,www.rgccisd.org/,JOEL TRIGO JR   ,10905,'214901041,GRULLA MIDDLE,REGULAR INSTRUCTIONAL,,FORT RINGGOLD,RIO GRANDE CITY,TX,78582-4799,FM 2360,GRULLA,TX,78548,(956) 487-5558,(956) 487-5633,clariibanez@yahoo.com,,CLARISSA IBANEZ   ,'06-08,748,Active, ,2015-03-14T05:35:24,296,USCGeocoder,47,1,4.01,,57962110-39d6-4d80-a52a-2526c7576763,10,POBoxZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,26.27153,-98.64871,Exact
'214,STARR COUNTY,'01,'214901,RIO GRANDE CITY CISD,INDEPENDENT,FORT RINGGOLD,RIO GRANDE CITY,TX,78582-4799,FORT RINGGOLD,RIO GRANDE CITY,TX,78582-4799,(956) 716-6702,(956) 487-8506,joeltrge@yahoo.com,www.rgccisd.org/,JOEL TRIGO JR   ,10905,'214901042,RINGGOLD MIDDLE,REGULAR INSTRUCTIONAL,,FORT RINGGOLD,RIO GRANDE CITY,TX,78582-4799,144 FM 3167,RIO GRANDE CITY,TX,78582-4799,(956) 716-6851,(956) 716-6807,jpena3962@yahoo.com,,JORGE PENA   ,'06-08,813,Active, ,2015-03-14T05:35:24,297,USCGeocoder,94,1,4.01,,94ecf5bd-8264-4c11-900d-01bb9c1ae60f,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,26.373334,-98.805607,Exact
'214,STARR COUNTY,'01,'214901,RIO GRANDE CITY CISD,INDEPENDENT,FORT RINGGOLD,RIO GRANDE CITY,TX,78582-4799,FORT RINGGOLD,RIO GRANDE CITY,TX,78582-4799,(956) 716-6702,(956) 487-8506,joeltrge@yahoo.com,www.rgccisd.org/,JOEL TRIGO JR   ,10905,'214901044,VETERANS MIDDLE,REGULAR INSTRUCTIONAL,,FORT RINGOLD,RIO GRANDE CITY,TX,78582,2700 W EISENHOWER ST,RIO GRANDE CITY,TX,78582,(956) 488-6084,(956) 488-0261,m_garcia48@hotmail.com,,MARICELA GARCIA   ,'06-08,903,Active,2007-07-19,2015-03-14T05:35:24,298,USCGeocoder,94,1,4.01,,3c04b8f0-43c9-4cde-b4fd-433f8e71cb03,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,26.393162,-98.824034,Exact
'214,STARR COUNTY,'01,'214901,RIO GRANDE CITY CISD,INDEPENDENT,FORT RINGGOLD,RIO GRANDE CITY,TX,78582-4799,FORT RINGGOLD,RIO GRANDE CITY,TX,78582-4799,(956) 716-6702,(956) 487-8506,joeltrge@yahoo.com,www.rgccisd.org/,JOEL TRIGO JR   ,10905,'214901102,GRULLA EL,REGULAR INSTRUCTIONAL,,FORT RINGGOLD,RIO GRANDE CITY,TX,78582-4799,443 OLD MILITARY RD,GRULLA,TX,78548-9999,(956) 487-3306,(956) 716-8615,penayvette@hotmail.com,,YVETTE PENA   ,'EE-05,570,Active, ,2015-03-14T05:35:24,299,USCGeocoder,31,1,4.01,,eb7ff252-a960-4bf3-b311-8391ea3c29df,10,POBoxZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,26.28774,-98.639129,Exact
'214,STARR COUNTY,'01,'214901,RIO GRANDE CITY CISD,INDEPENDENT,FORT RINGGOLD,RIO GRANDE CITY,TX,78582-4799,FORT RINGGOLD,RIO GRANDE CITY,TX,78582-4799,(956) 716-6702,(956) 487-8506,joeltrge@yahoo.com,www.rgccisd.org/,JOEL TRIGO JR   ,10905,'214901103,LA UNION EL,REGULAR INSTRUCTIONAL,,FORT RINGGOLD,RIO GRANDE CITY,TX,78582-4799,6300 NE HWY 83,GARCIASVILLE,TX,78547-9999,(956) 487-3404,(956) 487-4076,pdoyno103@rgccisd.org,,EPIGMENIO GONZALEZ III   ,'EE-05,435,Active, ,2015-03-14T05:35:24,300,USCGeocoder,47,1,4.01,,f1ba0ec5-85a4-4478-83ec-8560983f15ce,10,POBoxZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,26.335086,-98.711098,Exact
'214,STARR COUNTY,'01,'214901,RIO GRANDE CITY CISD,INDEPENDENT,FORT RINGGOLD,RIO GRANDE CITY,TX,78582-4799,FORT RINGGOLD,RIO GRANDE CITY,TX,78582-4799,(956) 716-6702,(956) 487-8506,joeltrge@yahoo.com,www.rgccisd.org/,JOEL TRIGO JR   ,10905,'214901104,NORTH GRAMMAR EL,REGULAR INSTRUCTIONAL,,FORT RINGGOLD,RIO GRANDE CITY,TX,78582-4799,1400 N LOPEZ ST,RIO GRANDE CITY,TX,78582-2753,(956) 716-6917,(956) 716-8634,rsaenz104@rgccisd.org,,JESUS MARTINEZ   ,'EE-05,631,Active, ,2015-03-14T05:35:24,301,USCGeocoder,16,1,4.01,,99993411-5ef2-421f-baa1-ac82e3f927ea,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2271.81957823,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,26.3886201497,-98.8127953585,Exact
'214,STARR COUNTY,'01,'214901,RIO GRANDE CITY CISD,INDEPENDENT,FORT RINGGOLD,RIO GRANDE CITY,TX,78582-4799,FORT RINGGOLD,RIO GRANDE CITY,TX,78582-4799,(956) 716-6702,(956) 487-8506,joeltrge@yahoo.com,www.rgccisd.org/,JOEL TRIGO JR   ,10905,'214901105,JOHN & OLIVE HINOJOSA EL,REGULAR INSTRUCTIONAL,,FORT RINGGOLD,RIO GRANDE CITY,TX,78582-4799,2448 EMBASSY ST,RIO GRANDE CITY,TX,78582,(956) 487-3710,(956) 487-4942,marissalopez93@hotmail.com,,MARISSA SALDIVAR   ,'EE-05,545,Active,1990-08-07,2015-03-14T05:35:24,302,USCGeocoder,63,1,4.01,,a4349ffb-8bea-4c39-9558-6b16e25f8ad4,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,26.361583,-98.775792,Exact
'214,STARR COUNTY,'01,'214901,RIO GRANDE CITY CISD,INDEPENDENT,FORT RINGGOLD,RIO GRANDE CITY,TX,78582-4799,FORT RINGGOLD,RIO GRANDE CITY,TX,78582-4799,(956) 716-6702,(956) 487-8506,joeltrge@yahoo.com,www.rgccisd.org/,JOEL TRIGO JR   ,10905,'214901107,RINGGOLD EL,REGULAR INSTRUCTIONAL,,FORT RINGGOLD,RIO GRANDE CITY,TX,78582-4799,1 S FORT RINGGOLD,RIO GRANDE CITY,TX,78582,(956) 716-6929,(956) 716-6930,ericaguerracanales@yahoo.com,,ERICA CANALES   ,'EE-05,483,Active, ,2015-03-14T05:35:24,303,USCGeocoder,31,1,4.01,,8a4f9130-a1be-47c2-8527-74ca5ce76c0a,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,26.377741,-98.806305,Exact
'214,STARR COUNTY,'01,'214901,RIO GRANDE CITY CISD,INDEPENDENT,FORT RINGGOLD,RIO GRANDE CITY,TX,78582-4799,FORT RINGGOLD,RIO GRANDE CITY,TX,78582-4799,(956) 716-6702,(956) 487-8506,joeltrge@yahoo.com,www.rgccisd.org/,JOEL TRIGO JR   ,10905,'214901108,ROQUE GUERRA JR EL,REGULAR INSTRUCTIONAL,,FORT RINGGOLD,RIO GRANDE CITY,TX,78582-4799,1600 W MAIN ST,RIO GRANDE CITY,TX,78582-3907,(956) 716-6982,(956) 487-1046,moniquevilla78582@yahoo.com,,MONIQUE VILLARREAL   ,'EE-05,831,Active, ,2015-03-14T05:35:24,304,USCGeocoder,31,1,4.01,,ae1fcce0-fa7d-40eb-89d7-ef745f89e646,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4520.70095513,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,26.3761309972,-98.8411056835,Exact
'214,STARR COUNTY,'01,'214901,RIO GRANDE CITY CISD,INDEPENDENT,FORT RINGGOLD,RIO GRANDE CITY,TX,78582-4799,FORT RINGGOLD,RIO GRANDE CITY,TX,78582-4799,(956) 716-6702,(956) 487-8506,joeltrge@yahoo.com,www.rgccisd.org/,JOEL TRIGO JR   ,10905,'214901110,ALTO BONITO EL,REGULAR INSTRUCTIONAL,,FORT RINGGOLD,RIO GRANDE CITY,TX,78582-4799,753 FM 2360,RIO GRANDE CITY,TX,78582,(956) 487-6295,(956) 487-5755,renepena@yahoo.com,,RENE PENA   ,'EE-05,622,Active,1999-04-28,2015-03-14T05:35:24,305,USCGeocoder,63,1,4.01,,08b1114e-ac52-4754-adfb-7c00a1b4afee,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7609.62958561,LinearInterpolationAddressRange,StreetSegment,98.9940828402,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,26.3111538729,-98.6399356358,Relaxed
'214,STARR COUNTY,'01,'214901,RIO GRANDE CITY CISD,INDEPENDENT,FORT RINGGOLD,RIO GRANDE CITY,TX,78582-4799,FORT RINGGOLD,RIO GRANDE CITY,TX,78582-4799,(956) 716-6702,(956) 487-8506,joeltrge@yahoo.com,www.rgccisd.org/,JOEL TRIGO JR   ,10905,'214901111,GENERAL RICARDO SANCHEZ EL,REGULAR INSTRUCTIONAL,,FORT RINGGOLD,RIO GRANDE CITY,TX,78582-4799,2801 W EISENHOWER ST,RIO GRANDE CITY,TX,78582,(956) 487-7095,(956) 487-7133,adyp522@yahoo.com,,ADELA RIVERA   ,'EE-05,819,Active,2001-06-14,2015-03-14T05:35:24,306,USCGeocoder,78,1,4.01,,11eda975-3398-4f66-b0df-6b58ae81d52a,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,26.397492,-98.7393,Exact
'214,STARR COUNTY,'01,'214901,RIO GRANDE CITY CISD,INDEPENDENT,FORT RINGGOLD,RIO GRANDE CITY,TX,78582-4799,FORT RINGGOLD,RIO GRANDE CITY,TX,78582-4799,(956) 716-6702,(956) 487-8506,joeltrge@yahoo.com,www.rgccisd.org/,JOEL TRIGO JR   ,10905,'214901112,DR MARIO E RAMIREZ EL,REGULAR INSTRUCTIONAL,,FORT RINGGOLD,RIO GRANDE CITY,TX,78582,8001 TROPHY RD,RIO GRANDE CITY,TX,78582,(956) 487-4457,(956) 487-4415,ricardosnge@yahoo.com,,RICARDO SAENZ   ,'EE-05,514,Active,2005-10-21,2015-03-14T05:35:24,307,USCGeocoder,63,1,4.01,,4d3d9712-9d53-489f-8249-572d5e5a7577,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,26.342172,-98.77634,Exact
'214,STARR COUNTY,'01,'214902,SAN ISIDRO ISD,INDEPENDENT,P O BOX 10,SAN ISIDRO,TX,78588-0010,F M 1017,SAN ISIDRO,TX,78588-0010,(956) 481-3110,(956) 481-3930,migueleg@granderiver.net,www.sanisidroisd.org,MARIO ALVARADO   ,240,'214902001,SAN ISIDRO H S,REGULAR INSTRUCTIONAL,,P O BOX 10,SAN ISIDRO,TX,78588-0010,5 FM 1017,SAN ISIDRO,TX,78588,(956) 481-3110,(956) 481-3950,mario.alvarado@sanisidroisd.org,,MR MARIO ALVARADO   ,'09-12,72,Active, ,2015-03-14T05:35:24,308,USCGeocoder,78,1,4.01,,8841ecaa-c858-4478-9f24-5b0a9e6f27ec,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,8208.71891429,LinearInterpolationAddressRange,StreetSegment,92.0118343195,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,26.7176935222,-98.4574555341,Relaxed
'214,STARR COUNTY,'01,'214902,SAN ISIDRO ISD,INDEPENDENT,P O BOX 10,SAN ISIDRO,TX,78588-0010,F M 1017,SAN ISIDRO,TX,78588-0010,(956) 481-3110,(956) 481-3930,migueleg@granderiver.net,www.sanisidroisd.org,MARIO ALVARADO   ,240,'214902101,SAN ISIDRO EL,REGULAR INSTRUCTIONAL,,P O BOX 10,SAN ISIDRO,TX,78588-0010,5 FM 1017,SAN ISIDRO,TX,78588,(956) 481-3107, ,amg0923@hotmail.com,,ANNA GARCIA   ,'EE-08,168,Active,1998-07-01,2015-03-14T05:35:24,309,USCGeocoder,31,1,4.01,,7721238c-d5de-400e-8514-3fbbf085950a,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,8208.71891429,LinearInterpolationAddressRange,StreetSegment,92.0118343195,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,26.7176935222,-98.4574555341,Relaxed
'214,STARR COUNTY,'01,'214903,ROMA ISD,INDEPENDENT,P O BOX 187,ROMA,TX,78584-0187,608 N GARCIA ST,ROMA,TX,78584-0187,(956) 849-1377,(956) 849-1829,cguzman@romaisd.com,romaisd.com,MR CARLOS GUZMAN   ,6439,'214903001,ROMA H S,REGULAR INSTRUCTIONAL,,P O BOX 187,ROMA,TX,78584-0187,2021 N US HWY 83,ROMA,TX,78584-0187,(956) 849-1333,(956) 849-2655,nmuniz@romaisd.com,rhs.romaisd.com,NOE MUNIZ   ,'09-12,1717,Active, ,2015-03-14T05:35:24,310,USCGeocoder,141,1,4.01,,8997945c-eebd-4c9e-8087-d83019837c3e,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,26.436166,-99.027182,Exact
